lyrics,genre
"

Verse 1
I am a young woman livin' in small town Tennessee
My old man works hard all day, just to keep us fed
If wishes were horses and dreams were made of steel
I'd drive this rutted road away to something better than I feel

Chorus
Make me an angel, who flies from town to town
Make me a poster of a small country rodeo
Just show me one thing that I can hold onto
To believe in this livin's just a hard way to go

Verse 2
They say living's easy now, compared to times before
But all that changes when I'm down here on the floor
I don't want no silver spoon, or a mansion on a hill
I just want a steady job, and someone who'll love me still

Chorus
Make me an angel, who flies from town to town
Make me a poster of a small country rodeo
Just show me one thing that I can hold onto
To believe in this livin's just a hard way to go

Verse 3
They say there's a brighter day, down a long and winding road
But I can't seem to get there, like I'm stuck in heavy snow
I don't want no fortune, or a bigger pile of gold
Just one thing to keep me going, so I can stay on this road

Chorus
Make me an angel, who flies from town to town
Make me a poster of a small country rodeo
Just show me one thing that I can hold onto
To believe in this livin's just a hard way to go",country
"

Come and go, riding the wind
Feeling high, it's been a sin
Blow away all of your cares 
Fading fast, life's no longer here

Driving in the night, heading for the light
Feeling free like I'm in flight
Gonna make it through, not gonna be like you
Ain't gonna be your fool no more

Oh, big gambler, up on a ladder
Gonna lose your shirt when you dive
Oh, big gambler, up on a ladder
I'm the king of the hive

Come and go, riding the wind
Feeling high, like I'm in sin
Blow away all of your cares
Fading fast, life's no longer here

Can't control no more, can't take it like before
I'm done with being your fool
Say goodbye to this train, gonna start living again
No I won't be your fool no more

Come and go, riding the wind
Feeling high, it's been a sin
Blow away all of your cares
Fading fast, life's no longer here

Gettin' back on my feet, heading down the highway
Feeling free and no more pay
Living life ever more, gonna be my own boss
No I won't be your fool no more",country
"

Verse 1
I heard 'em sayin' life on these lonely roads
Is hard for us all when we can't hold our own
They talked about us livin' in despair
But we ain't ever gonna stay down there

Chorus 
We might look reckless, but we're not helpless
We may look ragged 'cause we have been torn
We're not afraid of your kind anymore

Verse 2
We heard 'em warnin', if we ever leave
They'll lock up the door, never let us be free
But we marched on, never gonna turn back
The courage of the people, it will never fall back

Chorus 
We might look reckless, but we're not helpless
We may look ragged 'cause we have been torn
We're not afraid of your kind anymore

Verse 3
Some took our hands and tried to tie us down
And dragged our friends behind their trucks around
But I'm still standin' strong, I won't go down
The courage of the people, it won't be found

Chorus 
We might look reckless, but we're not helpless
We may look ragged 'cause we have been torn
We're not afraid of your kind anymore",country
"

Verse 1 
Drivin' down the highway, starin' out the window,
Livin' on the lost side of town, feelin' so far away from home.
My heart is runnin' faster, I can't keep still,
I won't admit defeat, tryin' to regain control on this endless wheel.

Chorus 
I can find myself a woman, but no ring could ever be heavy enough, 
I can go and find Jesus, but the cross casts shadows on the ground,
I can live my life as a decent man, but livin' in the dark can't be that grand.

Verse 2 
Rustlin' in the wind, I've been through my darkest days,
The sun can't penetrate the cloud that's been hangin' over me since yesterday.
The love that I sought never came to light,
All hope feelin' so distant as I gave up my fight.

Chorus 
I can find myself a woman, but no ring could ever be heavy enough, 
I can go and find Jesus, but the cross casts shadows on the ground,
I can live my life as a decent man, but livin' in the dark can't be that grand.

Bridge 
And when I wake up in the morning, the night still lingers here,
The sorrow within my soul is the only thing that's still clear. 
I'll never forget the way I felt, livin' in the dark can't be that grand.

Chorus 
I can find myself a woman, but no ring could ever be heavy enough, 
I can go and find Jesus, but the cross casts shadows on the ground,
I can live my life as a decent man, but livin' in the dark can't be that grand.",country
" 

I'm a cowboy riding off on the range
I'm out here every day in the hot summer heat
I don't have no worries or any complaints
Just a horse and a lasso and that's all I need

Come on darling put on your hat and boots
We're gonna go out and do some hoofin'
Dance dance dance dance dance dance dance dance dance
All night long

I'm the one to call when the night gets late
Gonna find me some whiskey and I won't wait
All the pretty girls out on the dance floor
We'll be dancin' to the rhythm and keepin' score

Come on darling put on your hat and boots
We're gonna go out and do some hoofin'
Dance dance dance dance dance dance dance dance dance
All night long

I've been here for years, I'm here to stay
Gonna find me someone and I'm gonna stay
When it comes to lovin' that's what I do best
Stayin' up all night and doin' the rest

Come on darling put on your hat and boots
We're gonna go out and do some hoofin'
Dance dance dance dance dance dance dance dance dance
All night long",country
"

I woke up this mornin' to a dawn so bright,
Heard a bird singin' in the apple tree.
Listenin' to the whisperin' of the wind,
Singin' 'bout a life I once used to live.

Lost my way, just tryin' to find a place to go.
I was lost in my mind, not sure which way to go.
Life can take you down a path so dark,
Still tryin' to find some hope in the dark.

Chorus:
Lies, lies, lies, my blood on fire.
Broken dreams that I can't deny.
Livin' life with a heavy load,
Trying to find a way to cross that narrow road.

Hope is hard to find when faith is hard to keep.
And love is hard to find when nobody believes.
Sometimes life can be so cruel, and hard to take,
Still tryin' to find that light to break.

Chorus:
Lies, lies, lies, my blood on fire.
Broken dreams that I can't deny.
Livin' life with a heavy load,
Trying to find a way to cross that narrow road.

I'm gonna keep on tryin', keep on livin' my life,
Searchin' around for that silver light.
The only way to find my hope and way,
Is to keep prayin' that someday I'll be OK.

Chorus:
Lies, lies, lies, my blood on fire.
Broken dreams that I can't deny.
Livin' life with a heavy load,
Trying to find a way to cross that narrow road.",country
"

Verse 1:
If you see her out tonight, she'll act so strong and standing tall
But in the depths of her heart lies a vulnerability that she'll keep hidden away
She's been broken before, and so now it's hidden behind the wall
And she'll tell you she's alright and she won't need a man tonight, that's what she says

Chorus:
But sometimes she forgets, yeah that's what she tells you
But don't give up cause sometimes she forgets
And not too long ago she swore she'd never let her heart be broken anymore

Verse 2:
Living on a fragile edge, she's trying to stay away from the heartache
But a little bit of love could make her feel alive
Holding on despite the pain, in silent hopes of a brighter tomorrow
But no one knows that she's been longing for a little tenderness

Chorus:
But sometimes she forgets, yeah that's what she tells you
But don't give up cause sometimes she forgets
And not too long ago she swore she'd never let her heart be broken anymore

Bridge:
She wears a mask of toughness to keep out the heartache
To show that she doesn't need anyone's love

Chorus:
But sometimes she forgets, yeah that's what she tells you
But don't give up cause sometimes she forgets
And not too long ago she swore she'd never let her heart be broken anymore",country
"

Roll that Chevy down the highway, pedal to the floor
Ain't no tellin' where we're going, but it's always been that way
Ain't gonna wait for no one else, no second guessing can be done
We're livin' for these wild nights, hearts like bullets on the run

Let's roll the windows down, turn the radio up
Let the wind blow through our hair, love is reckless let's get reckless tonight
There ain't nothing out here but a big tall Texas sky
Red and orange sparks dancing across the pond tonight

Well your daddy's got plans for you and mine's got plans for me
They say it's reckless to chase a dream but that's all there's left for us to be
Let roll the windows down, turn the radio up
Let the wind blow through our hair
There's a brand new moon tonight and a road outside
Baby we're getting out of here, I could care less where it leads us
Love is reckless let's get reckless tonight

Let's head on down this lonesome road, no need for second thoughts
Two hearts living for the moment, ain't no room for nothin else
We trade in stability for the one thing that won't ever die
Our love will get us through it all, ain't gotta worry why

Let's roll the windows down, turn the radio up
Let the wind blow through our hair, love is reckless let's get reckless tonight
There ain't nothing out here but a big tall Texas sky
Red and orange sparks dancing across the pond tonight

Well your daddy's got plans for you and mine's got plans for me
They say it's reckless to chase a dream but that's all there's left for us to be
Let roll the windows down, turn the radio up
Let the wind blow through our hair
There's a brand new moon tonight and a road outside
Baby we're getting out of here, I could care less where it leads us
Love is reckless let's get reckless tonight

When you're crazy in love you gotta take a chance
Burn the bridge and don't look back
Turn the radio up, roll the windows down
Let the wind blow through our hair
There's a brand new moon tonight and a road outside
Baby we're getting out of here, roll the windows down
Turn the radio up, love is reckless let's get reckless
Let's get reckless",country
"

Verse 1

I've seen a ghost of a faded moonbeam,
As it moved across my windowpane,
Tossing and turning in the chilly night air,
The rain as it was washing away my dreams.

Chorus

Have you ever watched a moonbeam as it slid across your windowpane,
Or struggled with a bit of rain,
Or danced about the weathervane,
Or sat along a moving train,
And wondered where the train has been?

Verse 2

Looking at the tracks of the careless windbeam,
Or moving to the tracks of the tireless freight train,
Lit up the sides of the weathervane,
As the bits of rain and the windowpane,
Took away my hopes and my dreams.

Chorus

Have you ever watched a moonbeam as it slid across your windowpane,
Or struggled with a bit of rain,
Or danced about the weathervane,
Or sat along a moving train,
And wondered where the train has been?

Verse 3

I've looked for the moonbeam, as it flew away,
Taken away by the summer breeze,
But the ghost of my dreams still lingers on,
As I search for the light of the moonbeam.

Chorus

Have you ever watched a moonbeam as it slid across your windowpane,
Or struggled with a bit of rain,
Or danced about the weathervane,
Or sat along a moving train,
And wondered where the train has been?",country
" if only in my dreams

Verse 1: 
As I pull into my hometown, the snow's blanketed the ground 
The sky is lit with stars above, it's Christmas time again I'm filled with so much joy and love 
Just can't describe the feeling, 'til I'm there with you 
 
Chorus: 
Oh I'll be home for Christmas, I'm counting down the days 
I know that I'm the luckiest, to have you in my life 
We'll share a festive dinner, an embrace so warm and true 
And I'll be home for Christmas, if only in my dreams 

Verse 2: 
Though I'm far away from home, I'm never all alone 
I'm blessed with friends and family, who share in all the joys 
We'll all be connected, hearts and souls as one 
On Christmas day, all of us will be as one..

Chorus: 
Oh I'll be home for Christmas, I'm counting down the days 
I know that I'm the luckiest, to have you in my life 
We'll share a festive dinner, an embrace so warm and true 
And I'll be home for Christmas, if only in my dreams 

Bridge: 
I'll be singing carols everywhere I go 
And I'll be thinking of you, you'll never know 
And I'll be dreaming of the days when we'll be together 
In this festive winter weather

Chorus: 
Oh I'll be home for Christmas, I'm counting down the days 
I know that I'm the luckiest, to have you in my life 
We'll share a festive dinner, an embrace so warm and true 
And I'll be home for Christmas, if only in my dreams 
Yes, I'll be home for Christmas, if only in my dreams",country
", i worry about losing you i used to think of me and me alone but now i find it hard to conceive life without you baby 

Verse 1
I just can't seem to get you out of my mind
It's like you're all I ever think about all the time
I know I'm sure to lose without you by my side
I dread the thought of ever having to try

Chorus
I don't want to be the one to face this life all alone
At the end of the day when the sun goes down
I want you right here in my arms forever
Every little smile and every move you make
It's like a dagger to my heart and it takes my breath away
All I ask is that you be mine forever, forever

Verse 2
Let's think about what we're doin' here tonight
If you're anything less than sincere, then tell me now and let yourself out the door
No harm, no foul and I'm ready to fight
But if you feel the way I do, please stay here and let me make love to you tonight 

Chorus
I don't want to be the one to face this life all alone
At the end of the day when the sun goes down
I want you right here in my arms forever
Every little smile and every move you make
It's like a dagger to my heart and it takes my breath away
All I ask is that you be mine forever, forever

Bridge
It's like a river that pulls me in
Fills my heart with a fire burnin' within
The thought of you and me together
It's like a story that's never been told
Can't spend my life livin' all alone
Just open your eyes, let them see what could be

Chorus
I don't want to be the one to face this life all alone
At the end of the day when the sun goes down
I want you right here in my arms forever
Every little smile and every move you make
It's like a dagger to my heart and it takes my breath away
All I ask is that you be mine forever, forever, forever, forever, forever",country
"

Verse 1 
I can't believe my eyes, you're standing here tonight
Underneath the stars so bright, I'm taken by surprise
You walked out of my life, left me broken and blue
But then you came back to me, said you wanted something new

Chorus
You could change my mind, little girl, if you wanted to 
When you look at me the way you do, I'm easy, so damn easy
You look so good, and you look so fine, girl you know you could change my mind

Verse 2
I hear all the things you say, and I'm so confused
I know I can't trust you again, I need time to choose
My heart is so scared to love, I must protect it now
But when I look in your eyes, my heart still hears a vow

Chorus
You could change my mind, little girl, if you wanted to 
When you look at me the way you do, I'm easy, so damn easy
You look so good, and you look so fine, girl you know you could change my mind

Bridge
Take it on home, leave me alone, I'll say it again, this is the end
But you could change my mind, little girl, if you wanted to 

Chorus
When you look at me the way you do, I'm easy, yeah I'm easy 
You look so good, and you look so fine, girl you know you could change my mind 
You look so good, and you so fine, girl you know you could change my mind",country
 yeah yeah yeah yeah,country
"

Verse 1
I'm standing in a meadow of flowers and grass
Where blue skies above me, no clouds pass
I'm living a moment in timelessness of life
As I take this moment to remember tonight

Chorus
Oh little town of Bethlehem, sweet peace is what we see
Your gentle silent beauty, in a world so wild and free
From the stars above to the light of love
We know that Christ is born in thee tonight

Verse 2
The sun is setting and stars are shining bright
We stand in awe of this wondrous night
We sing praises and offer our faith to Him
As we rejoice in the gift of new life within

Chorus
Oh little town of Bethlehem, sweet peace is what we see
Your gentle silent beauty, in a world so wild and free
From the stars above to the light of love
We know that Christ is born in thee tonight

Bridge
We hear the angels singing, we are overjoyed
Destiny told of a Saviour, His mercy and love employed
He will bring peace and comfort to the weary of heart
And open the door to a new life from the start

Chorus
Oh little town of Bethlehem, sweet peace is what we see
Your gentle silent beauty, in a world so wild and free
From the stars above to the light of love
We know that Christ is born in thee tonight",country
"

I've been wandering on a road so long, 
Open skies my only home, 
But I've never felt so lost and so alone, 
Until I found a new way to roam.

I was feeling like nothing but pain, 
Ain't know how to take back control, 
I heard a voice it made me change, 
I ain't ashamed to let you know.

Chorus:
I think I know what would Willie do,
When the struggle is so hard,
Follow the dreams, keep searchin for the truth,
The answers waiting for you in your heart.

So many trials, all along the way, 
Battles coming from all sides, 
Willie's voice, gives me strength to stay, 
Like a miracle he saw me through the night.

And I know what would Willie do, 
If he was here for me now,
He'd smile so strong and take me by the hand, 
And show me a better way somehow.

Chorus: 
I think I know what would Willie do,
When the struggle is so hard,
Follow the dreams, keep searchin for the truth,
The answers waiting for you in your heart.

Bridge: 
No matter what seeds you sow,  
In the end you'll still know, 
Willie's words will become your own, 
You'll never be alone. 

Chorus: 
I think I know what would Willie do,
When the struggle is so hard,
Follow the dreams, keep searchin for the truth,
The answers waiting for you in your heart.",country
"

Verse1
Drivin' down the road, with the windows down
Can't believe I'm all alone, in this here town
Nobody's 'round to keep me company, no place to go
So I'll keep my spirits high, and sing this song of woe

Chorus
Twenty Twenty Twenty Four Hours to go,
I wanna be sedated, nothing to do, and no where to go oh oh
I wanna be sedated, just put me in a pick up truck and head on down the road
Hurry hurry hurry before I go crazy, I can't control my mind and soul, oh no no no no no

Verse 2
Ain't got no truck, can't find no home
Feelin' so alone, I'm far from home
No one around who'll treat me kindly, loneliness fills my soul
Tryin' hard to keep my mind off, of life's past woes

Chorus
Twenty Twenty Twenty Four Hours to go,
I wanna be sedated, nothing to do, and no where to go oh oh
I wanna be sedated, just put me in a pick up truck and head on down the road
Hurry hurry hurry before I go crazy, I can't control my mind and soul, oh no no no no no

Bridge
I'm just a drifter, that's all I'll ever be
My heart's just an empty void, none can ever fill
I'm livin' day to day, and that's all I can do
All I can do is hope and pray, maybe tomorrow will be new

Chorus
Twenty Twenty Twenty Four Hours to go,
I wanna be sedated, nothing to do, and no where to go oh oh
I wanna be sedated, just put me in a pick up truck and head on down the road
Hurry hurry hurry before I go crazy, I can't control my mind and soul, oh no no no no no",country
"

Verse 1
When shadows creep and night has come
And I'm out of sight of the sun
My steps are heavy on this path
I'm scared of what I don't understand

Chorus
So just hold my hand and lead me home
Guide each step that I might take
Hold my hand and keep me strong
Let the path I walk be straight

Verse 2
Let the deeds I do be kind
Let me never hesitate to help
My brother, walking blind
Take away every fear of mine
And guide my feet from time to time

Chorus
So just hold my hand and lead me home
Guide each step that I might take
Hold my hand and keep me strong
Let the path I walk be straight

Bridge
If you see me leaning low
Just hold my hand and strengthen me
Never let me go and lead me right

Chorus
So just hold my hand and lead me home
Guide each step that I might take
Hold my hand and keep me strong
Let my words have meaning, Lord Amen",country
"

Texas Texas the whole night long, 
Country tunes just keep singing this song 
Got Texas, got Texas on my mind, 
Texas Texas, the stars that shine so bright 
Calling me back to those Texas skies 
Other arms reach out, but still I realize 
My heart will stay true, I'm coming home to you 
Texas Texas, all night long, 
Just an old sweet song, got Texas on my mind. 

Memories of the wide open spaces, 
We forever cherished this place 
Texas Texas, what a sight to see 
The beauty of those lonesome cactus trees 
Other arms reach out for me 
Other eyes smile tenderly 
Still in peaceful dreams I see the road leadin' back to you 
Texas Texas, oh the whole night through 
Just an old sweet song, got Texas on my mind.",country
"

Sue's out for a ride on a Friday night
Snappy new jeans and her boots all tight
Radio's blarin' it's country all night
She's out cruisin' lookin' for a little fight
Throwin' it down, gettin' wild and free
Just livin' life, there's nothin' to see
She's got a little somethin', Sugar and spice
She'll keep your wheels goin' and never pay the price
Everybody's lookin' for somethin' to take that edge off the day
A little moonlight, a long beer, sippin', and lovin' in the bay
Everybody's lookin' for somethin'

Billy just quit his dead end job
He's gonna get out do some traveling around
He's got a little somethin' tucked away
Gonna paint the road, headin' out this way
Living off what the Good Lord sends
Just runnin' wild, no need to pretend
Got no reason to care what anyone's thinkin'
Won't stay still, keep his soul from sinkin'
Everybody's lookin' for somethin' to take that edge off the day
A little campfire, a long guitar, playin' and lovin' all the way
Everybody's lookin' for somethin'

Joe, he just bought a brand new truck
Strokin' the wheel and takin' in the luck
Ain't never missed out on a Friday night
Gonna drive until the mornin' light
He and the boys, they got freedom in the air
Hitting the road, ain't gonna be there
Gonna find some good food, some good drinks
Make some friends, get some love in their dreams
Everybody's lookin' for somethin' to take that edge off the day
A little back-road, some gravel and dirt, fun and lovin' all the way
Everybody's lookin' for somethin'",country
" your help

Verse 1
I feel the weight of the world on my chest
The darkness starts to consume my best
My hope is fading and I'm so stressed
I'm just looking for a way back home

Chorus
So oh Lord, help me walk another mile
Just one more mile and I'll be alright
Give me some courage to put on a smile
Just one more smile and I'll have the strength to go on

Verse 2
I never thought I'd need no help before
But I can't take it anymore
My faith is weak and I need more
Come down from your golden throne to me

Chorus 
Oh Lord, help me walk another mile
Just one more mile and I'll be alright
Give me some courage to put on a smile
Just one more smile and I'll have the strength to go on

Bridge 
Reach down and take my hand
Be with me every step of the way
Fill my heart with hope to carry me through
Let me see just where I fit into your master plan

Chorus 
Oh Lord, help me walk another mile
Just one more mile and I'll be alright
Give me some courage to put on a smile
Just one more smile and I'll have the strength to go on",country
